dup1,dup2,type
Zm00001eb055220,Zm00001eb185950,DD
Zm00001eb293810,Zm00001eb185960,DD
Zm00001eb198660,Zm00001eb185970,DD
Zm00001eb376690,Zm00001eb185970,DD
Zm00001eb013090,Zm00001eb185980,DD
Zm00001eb043990,Zm00001eb185980,DD
Zm00001eb172580,Zm00001eb185980,DD
Zm00001eb186290,Zm00001eb185980,DD
Zm00001eb249150,Zm00001eb185980,DD
Zm00001eb416110,Zm00001eb185980,DD
Zm00001eb132310,Zm00001eb186000,DD
Zm00001eb317580,Zm00001eb186000,DD
Zm00001eb001990,Zm00001eb186010,DD
Zm00001eb379460,Zm00001eb186010,DD
Zm00001eb403580,Zm00001eb186010,DD
Zm00001eb007160,Zm00001eb186030,DD
Zm00001eb024520,Zm00001eb186030,DD
Zm00001eb096200,Zm00001eb186030,DD
Zm00001eb203740,Zm00001eb186030,DD
Zm00001eb143920,Zm00001eb186050,DD
Zm00001eb393770,Zm00001eb186050,DD
Zm00001eb388830,Zm00001eb186050,DD
Zm00001eb185010,Zm00001eb186060,DD
Zm00001eb191460,Zm00001eb186060,DD
Zm00001eb253780,Zm00001eb186090,DD
Zm00001eb280720,Zm00001eb186090,DD
Zm00001eb371540,Zm00001eb186090,DD
Zm00001eb076340,Zm00001eb186100,DD
Zm00001eb169780,Zm00001eb186110,DD
Zm00001eb241020,Zm00001eb186110,DD
Zm00001eb092080,Zm00001eb186120,DD
Zm00001eb202370,Zm00001eb186120,DD
Zm00001eb319410,Zm00001eb186130,DD
Zm00001eb379030,Zm00001eb186130,DD
Zm00001eb079920,Zm00001eb186140,DD
Zm00001eb272430,Zm00001eb186150,DD
Zm00001eb412320,Zm00001eb186190,DD
Zm00001eb000880,Zm00001eb186200,DD
Zm00001eb209880,Zm00001eb186200,DD
Zm00001eb094480,Zm00001eb186210,DD
Zm00001eb177610,Zm00001eb186210,DD
Zm00001eb411390,Zm00001eb186210,DD
Zm00001eb414420,Zm00001eb186210,DD
Zm00001eb383430,Zm00001eb186210,DD
Zm00001eb386550,Zm00001eb186210,DD
Zm00001eb313890,Zm00001eb186220,DD
Zm00001eb293060,Zm00001eb186250,DD
Zm00001eb230550,Zm00001eb186270,DD
Zm00001eb075010,Zm00001eb186300,DD
Zm00001eb129330,Zm00001eb186300,DD
Zm00001eb193910,Zm00001eb186300,DD
Zm00001eb300850,Zm00001eb186300,DD
Zm00001eb315640,Zm00001eb186300,DD
Zm00001eb255480,Zm00001eb186300,DD
Zm00001eb323430,Zm00001eb186300,DD
Zm00001eb279290,Zm00001eb186300,DD
Zm00001eb416900,Zm00001eb186300,DD
Zm00001eb179050,Zm00001eb186310,DD
Zm00001eb083900,Zm00001eb186320,DD
Zm00001eb433120,Zm00001eb186330,DD
Zm00001eb074930,Zm00001eb186380,DD
Zm00001eb199650,Zm00001eb186380,DD
Zm00001eb177440,Zm00001eb186470,DD
Zm00001eb239430,Zm00001eb186480,DD
Zm00001eb139970,Zm00001eb186480,DD
Zm00001eb239450,Zm00001eb186480,DD
Zm00001eb074770,Zm00001eb186490,DD
Zm00001eb249450,Zm00001eb186490,DD
Zm00001eb391190,Zm00001eb186490,DD
Zm00001eb295200,Zm00001eb186520,DD
Zm00001eb265640,Zm00001eb186520,DD
Zm00001eb355290,Zm00001eb186520,DD
Zm00001eb404710,Zm00001eb186530,DD
Zm00001eb023230,Zm00001eb186550,DD
Zm00001eb028720,Zm00001eb186550,DD
Zm00001eb050930,Zm00001eb186550,DD
Zm00001eb119220,Zm00001eb186550,DD
Zm00001eb218820,Zm00001eb186550,DD
Zm00001eb003730,Zm00001eb186570,DD
Zm00001eb119200,Zm00001eb186570,DD
Zm00001eb284350,Zm00001eb186570,DD
Zm00001eb362170,Zm00001eb186570,DD
Zm00001eb429760,Zm00001eb186570,DD
Zm00001eb057800,Zm00001eb186580,DD
Zm00001eb332450,Zm00001eb186580,DD
Zm00001eb399510,Zm00001eb186580,DD
Zm00001eb429670,Zm00001eb186620,DD
Zm00001eb214280,Zm00001eb186630,DD
Zm00001eb391490,Zm00001eb186650,DD
Zm00001eb022610,Zm00001eb186670,DD
Zm00001eb094080,Zm00001eb186670,DD
Zm00001eb167440,Zm00001eb186670,DD
Zm00001eb180320,Zm00001eb186670,DD
Zm00001eb256850,Zm00001eb186670,DD
Zm00001eb224540,Zm00001eb186670,DD
Zm00001eb231440,Zm00001eb186670,DD
Zm00001eb270200,Zm00001eb186670,DD
Zm00001eb313380,Zm00001eb186670,DD
Zm00001eb010840,Zm00001eb186690,DD
Zm00001eb182320,Zm00001eb186690,DD
Zm00001eb000440,Zm00001eb186720,DD
Zm00001eb000450,Zm00001eb186720,DD
Zm00001eb023070,Zm00001eb186720,DD
Zm00001eb023570,Zm00001eb186720,DD
Zm00001eb055380,Zm00001eb186720,DD
Zm00001eb387070,Zm00001eb186720,DD
Zm00001eb391610,Zm00001eb186720,DD
Zm00001eb429540,Zm00001eb186720,DD
Zm00001eb000470,Zm00001eb186770,DD
Zm00001eb023010,Zm00001eb186770,DD
Zm00001eb071420,Zm00001eb186770,DD
Zm00001eb366160,Zm00001eb186770,DD
Zm00001eb010370,Zm00001eb186790,DD
Zm00001eb021290,Zm00001eb186790,DD
Zm00001eb057310,Zm00001eb186790,DD
Zm00001eb059710,Zm00001eb186790,DD
Zm00001eb062580,Zm00001eb186790,DD
Zm00001eb062600,Zm00001eb186790,DD
Zm00001eb211740,Zm00001eb186790,DD
Zm00001eb213630,Zm00001eb186790,DD
Zm00001eb266570,Zm00001eb186790,DD
Zm00001eb398870,Zm00001eb186790,DD
Zm00001eb394400,Zm00001eb186820,DD
Zm00001eb082370,Zm00001eb186860,DD
Zm00001eb022920,Zm00001eb186860,DD
Zm00001eb086660,Zm00001eb186860,DD
Zm00001eb087310,Zm00001eb186860,DD
Zm00001eb095890,Zm00001eb186860,DD
Zm00001eb190970,Zm00001eb186860,DD
Zm00001eb375820,Zm00001eb186860,DD
Zm00001eb312220,Zm00001eb186860,DD
Zm00001eb139390,Zm00001eb186870,DD
Zm00001eb022920,Zm00001eb186880,DD
Zm00001eb058410,Zm00001eb186910,DD
Zm00001eb074200,Zm00001eb186910,DD
Zm00001eb099000,Zm00001eb186910,DD
Zm00001eb104810,Zm00001eb186910,DD
Zm00001eb117980,Zm00001eb186910,DD
Zm00001eb179120,Zm00001eb186910,DD
Zm00001eb214220,Zm00001eb186910,DD
Zm00001eb243650,Zm00001eb186910,DD
Zm00001eb311780,Zm00001eb186910,DD
Zm00001eb320100,Zm00001eb186910,DD
Zm00001eb189620,Zm00001eb186960,DD
Zm00001eb189700,Zm00001eb186960,DD
Zm00001eb189760,Zm00001eb186960,DD
Zm00001eb189800,Zm00001eb186960,DD
Zm00001eb107690,Zm00001eb186980,DD
Zm00001eb333900,Zm00001eb186980,DD
Zm00001eb325560,Zm00001eb186980,DD
Zm00001eb049040,Zm00001eb187000,DD
Zm00001eb074050,Zm00001eb187000,DD
Zm00001eb254100,Zm00001eb187000,DD
Zm00001eb411300,Zm00001eb187000,DD
Zm00001eb429230,Zm00001eb187000,DD
Zm00001eb429240,Zm00001eb187000,DD
Zm00001eb031180,Zm00001eb187030,DD
Zm00001eb402520,Zm00001eb187030,DD
Zm00001eb198700,Zm00001eb187040,DD
Zm00001eb107400,Zm00001eb187070,DD
Zm00001eb174540,Zm00001eb187070,DD
Zm00001eb202220,Zm00001eb187070,DD
Zm00001eb267090,Zm00001eb187070,DD
Zm00001eb181270,Zm00001eb187080,DD
Zm00001eb096530,Zm00001eb187110,DD
Zm00001eb306470,Zm00001eb187110,DD
Zm00001eb190380,Zm00001eb187140,DD
Zm00001eb253840,Zm00001eb187140,DD
Zm00001eb309900,Zm00001eb187140,DD
Zm00001eb022840,Zm00001eb187150,DD
Zm00001eb268510,Zm00001eb187150,DD
Zm00001eb239060,Zm00001eb187160,DD
Zm00001eb248010,Zm00001eb187160,DD
Zm00001eb266640,Zm00001eb187160,DD
Zm00001eb324910,Zm00001eb187160,DD
Zm00001eb413460,Zm00001eb187160,DD
Zm00001eb092730,Zm00001eb187170,DD
Zm00001eb243920,Zm00001eb187170,DD
Zm00001eb132600,Zm00001eb187180,DD
Zm00001eb235160,Zm00001eb187180,DD
Zm00001eb302510,Zm00001eb187180,DD
Zm00001eb129200,Zm00001eb187210,DD
Zm00001eb206430,Zm00001eb187210,DD
Zm00001eb234620,Zm00001eb187210,DD
Zm00001eb129200,Zm00001eb187220,DD
Zm00001eb206430,Zm00001eb187220,DD
Zm00001eb234620,Zm00001eb187220,DD
Zm00001eb395650,Zm00001eb187220,DD
Zm00001eb065430,Zm00001eb187260,DD
Zm00001eb065440,Zm00001eb187260,DD
Zm00001eb123770,Zm00001eb187260,DD
Zm00001eb274210,Zm00001eb187260,DD
Zm00001eb389960,Zm00001eb187260,DD
Zm00001eb153230,Zm00001eb187280,DD
Zm00001eb361860,Zm00001eb187280,DD
Zm00001eb092250,Zm00001eb187290,DD
Zm00001eb033790,Zm00001eb187340,DD
Zm00001eb111800,Zm00001eb187340,DD
Zm00001eb172520,Zm00001eb187340,DD
Zm00001eb222700,Zm00001eb187340,DD
Zm00001eb428450,Zm00001eb187340,DD
Zm00001eb066300,Zm00001eb187350,DD
Zm00001eb269240,Zm00001eb187370,DD
Zm00001eb001530,Zm00001eb187380,DD
Zm00001eb022110,Zm00001eb187380,DD
Zm00001eb152640,Zm00001eb187380,DD
Zm00001eb383670,Zm00001eb187380,DD
Zm00001eb053050,Zm00001eb187390,DD
Zm00001eb141260,Zm00001eb187390,DD
Zm00001eb141270,Zm00001eb187390,DD
Zm00001eb141290,Zm00001eb187390,DD
Zm00001eb327110,Zm00001eb187390,DD
Zm00001eb049950,Zm00001eb187440,DD
Zm00001eb228670,Zm00001eb187450,DD
Zm00001eb172450,Zm00001eb187450,DD
Zm00001eb039150,Zm00001eb187470,DD
Zm00001eb181630,Zm00001eb187480,DD
Zm00001eb126090,Zm00001eb187520,DD
Zm00001eb064540,Zm00001eb187530,DD
Zm00001eb422050,Zm00001eb187530,DD
Zm00001eb026970,Zm00001eb187550,DD
Zm00001eb072700,Zm00001eb187570,DD
Zm00001eb272350,Zm00001eb187570,DD
Zm00001eb428170,Zm00001eb187570,DD
Zm00001eb421680,Zm00001eb187590,DD
Zm00001eb364450,Zm00001eb187610,DD
Zm00001eb022240,Zm00001eb187620,DD
Zm00001eb050260,Zm00001eb187620,DD
Zm00001eb135320,Zm00001eb187620,DD
Zm00001eb190560,Zm00001eb187620,DD
Zm00001eb271880,Zm00001eb187620,DD
Zm00001eb290050,Zm00001eb187620,DD
Zm00001eb290630,Zm00001eb187620,DD
Zm00001eb293380,Zm00001eb187620,DD
Zm00001eb316120,Zm00001eb187620,DD
Zm00001eb351800,Zm00001eb187620,DD
Zm00001eb366740,Zm00001eb187620,DD
Zm00001eb393790,Zm00001eb187620,DD
Zm00001eb383490,Zm00001eb187620,DD
Zm00001eb428110,Zm00001eb187620,DD
Zm00001eb022180,Zm00001eb187630,DD
Zm00001eb209930,Zm00001eb187650,DD
Zm00001eb229350,Zm00001eb187650,DD
Zm00001eb229360,Zm00001eb187650,DD
Zm00001eb304180,Zm00001eb187650,DD
Zm00001eb304230,Zm00001eb187650,DD
Zm00001eb304190,Zm00001eb187650,DD
Zm00001eb080720,Zm00001eb187660,DD
Zm00001eb104570,Zm00001eb187660,DD
Zm00001eb024120,Zm00001eb187670,DD
Zm00001eb390650,Zm00001eb187670,DD
Zm00001eb023240,Zm00001eb187680,DD
Zm00001eb344960,Zm00001eb187720,DD
Zm00001eb403770,Zm00001eb187720,DD
Zm00001eb024380,Zm00001eb187730,DD
Zm00001eb236560,Zm00001eb187730,DD
Zm00001eb341550,Zm00001eb187730,DD
Zm00001eb387830,Zm00001eb187730,DD
Zm00001eb114310,Zm00001eb187740,DD
Zm00001eb200300,Zm00001eb187740,DD
Zm00001eb102350,Zm00001eb187750,DD
Zm00001eb110870,Zm00001eb187750,DD
Zm00001eb390390,Zm00001eb187750,DD
Zm00001eb329890,Zm00001eb187750,DD
Zm00001eb374670,Zm00001eb187750,DD
Zm00001eb226430,Zm00001eb187760,DD
Zm00001eb069840,Zm00001eb187770,DD
Zm00001eb074980,Zm00001eb187780,DD
Zm00001eb230710,Zm00001eb187780,DD
Zm00001eb197540,Zm00001eb187790,DD
Zm00001eb430020,Zm00001eb187810,DD
Zm00001eb430000,Zm00001eb187810,DD
Zm00001eb091810,Zm00001eb187830,DD
Zm00001eb093190,Zm00001eb187830,DD
Zm00001eb134040,Zm00001eb187830,DD
Zm00001eb307840,Zm00001eb187830,DD
Zm00001eb339140,Zm00001eb187830,DD
Zm00001eb361930,Zm00001eb187830,DD
Zm00001eb033760,Zm00001eb187850,DD
Zm00001eb190690,Zm00001eb187850,DD
Zm00001eb269450,Zm00001eb187850,DD
Zm00001eb378720,Zm00001eb187850,DD
Zm00001eb106140,Zm00001eb187860,DD
Zm00001eb041890,Zm00001eb187880,DD
Zm00001eb179290,Zm00001eb187880,DD
Zm00001eb004210,Zm00001eb187910,DD
Zm00001eb083110,Zm00001eb187910,DD
Zm00001eb296810,Zm00001eb187910,DD
Zm00001eb365520,Zm00001eb187910,DD
Zm00001eb250020,Zm00001eb187940,DD
Zm00001eb066600,Zm00001eb187970,DD
Zm00001eb056740,Zm00001eb187990,DD
Zm00001eb049230,Zm00001eb188000,DD
Zm00001eb382440,Zm00001eb188000,DD
Zm00001eb048840,Zm00001eb188010,DD
Zm00001eb144710,Zm00001eb188010,DD
Zm00001eb238020,Zm00001eb188010,DD
Zm00001eb291560,Zm00001eb188010,DD
Zm00001eb034250,Zm00001eb188040,DD
Zm00001eb430180,Zm00001eb188040,DD
Zm00001eb347390,Zm00001eb188040,DD
Zm00001eb063140,Zm00001eb188050,DD
Zm00001eb430160,Zm00001eb188050,DD
Zm00001eb413830,Zm00001eb188050,DD
Zm00001eb409600,Zm00001eb188050,DD
Zm00001eb010940,Zm00001eb188070,DD
Zm00001eb270860,Zm00001eb188070,DD
Zm00001eb025400,Zm00001eb188080,DD
Zm00001eb025420,Zm00001eb188080,DD
Zm00001eb251550,Zm00001eb188080,DD
Zm00001eb430150,Zm00001eb188080,DD
Zm00001eb143460,Zm00001eb188090,DD
Zm00001eb378160,Zm00001eb188090,DD
Zm00001eb364800,Zm00001eb188090,DD
Zm00001eb064880,Zm00001eb188100,DD
Zm00001eb072020,Zm00001eb188100,DD
Zm00001eb370960,Zm00001eb188100,DD
Zm00001eb430130,Zm00001eb188100,DD
Zm00001eb029490,Zm00001eb188140,DD
Zm00001eb138260,Zm00001eb188140,DD
Zm00001eb136300,Zm00001eb188140,DD
Zm00001eb297240,Zm00001eb188160,DD
Zm00001eb001710,Zm00001eb188180,DD
Zm00001eb060290,Zm00001eb188180,DD
Zm00001eb097820,Zm00001eb188180,DD
Zm00001eb139790,Zm00001eb188180,DD
Zm00001eb340310,Zm00001eb188180,DD
Zm00001eb403730,Zm00001eb188180,DD
Zm00001eb391030,Zm00001eb188190,DD
Zm00001eb209170,Zm00001eb188190,DD
Zm00001eb024650,Zm00001eb188210,DD
Zm00001eb115810,Zm00001eb188210,DD
Zm00001eb365090,Zm00001eb188210,DD
Zm00001eb234220,Zm00001eb188210,DD
Zm00001eb249170,Zm00001eb188210,DD
Zm00001eb427830,Zm00001eb188210,DD
Zm00001eb302000,Zm00001eb188210,DD
Zm00001eb391050,Zm00001eb188210,DD
Zm00001eb057850,Zm00001eb188280,DD
Zm00001eb024870,Zm00001eb188290,DD
Zm00001eb158860,Zm00001eb188290,DD
Zm00001eb167400,Zm00001eb188300,DD
Zm00001eb205800,Zm00001eb188300,DD
Zm00001eb297010,Zm00001eb188300,DD
Zm00001eb297020,Zm00001eb188300,DD
Zm00001eb426950,Zm00001eb188300,DD
Zm00001eb249870,Zm00001eb188450,DD
Zm00001eb364980,Zm00001eb188450,DD
Zm00001eb020000,Zm00001eb188460,DD
Zm00001eb049160,Zm00001eb188460,DD
Zm00001eb146810,Zm00001eb188460,DD
Zm00001eb094330,Zm00001eb188460,DD
Zm00001eb189510,Zm00001eb188460,DD
Zm00001eb253280,Zm00001eb188460,DD
Zm00001eb018540,Zm00001eb188470,DD
Zm00001eb018550,Zm00001eb188470,DD
Zm00001eb412310,Zm00001eb188470,DD
Zm00001eb018540,Zm00001eb188480,DD
Zm00001eb018550,Zm00001eb188480,DD
Zm00001eb132430,Zm00001eb188480,DD
Zm00001eb342250,Zm00001eb188480,DD
Zm00001eb412310,Zm00001eb188480,DD
Zm00001eb018540,Zm00001eb188490,DD
Zm00001eb018550,Zm00001eb188490,DD
Zm00001eb132430,Zm00001eb188490,DD
Zm00001eb342250,Zm00001eb188490,DD
Zm00001eb412310,Zm00001eb188490,DD
Zm00001eb062980,Zm00001eb188500,DD
Zm00001eb273320,Zm00001eb188500,DD
Zm00001eb308810,Zm00001eb188500,DD
Zm00001eb354300,Zm00001eb188500,DD
Zm00001eb424610,Zm00001eb188500,DD
Zm00001eb403930,Zm00001eb188500,DD
Zm00001eb126700,Zm00001eb188540,DD
Zm00001eb334390,Zm00001eb188540,DD
Zm00001eb104980,Zm00001eb188560,DD
Zm00001eb152140,Zm00001eb188620,DD
Zm00001eb224480,Zm00001eb188620,DD
Zm00001eb341030,Zm00001eb188620,DD
Zm00001eb382640,Zm00001eb188620,DD
Zm00001eb038240,Zm00001eb188630,DD
Zm00001eb158730,Zm00001eb188630,DD
Zm00001eb227010,Zm00001eb188630,DD
Zm00001eb359250,Zm00001eb188630,DD
Zm00001eb296720,Zm00001eb188630,DD
Zm00001eb369300,Zm00001eb188630,DD
Zm00001eb158720,Zm00001eb188640,DD
Zm00001eb296710,Zm00001eb188640,DD
Zm00001eb074840,Zm00001eb188720,DD
Zm00001eb375420,Zm00001eb188720,DD
Zm00001eb241690,Zm00001eb188720,DD
Zm00001eb375390,Zm00001eb188730,DD
Zm00001eb375390,Zm00001eb188740,DD
Zm00001eb252410,Zm00001eb188750,DD
Zm00001eb309510,Zm00001eb188790,DD
Zm00001eb319080,Zm00001eb188790,DD
Zm00001eb370750,Zm00001eb188790,DD
Zm00001eb010390,Zm00001eb188850,DD
Zm00001eb085480,Zm00001eb188850,DD
Zm00001eb211930,Zm00001eb188860,DD
Zm00001eb072590,Zm00001eb188870,DD
Zm00001eb102030,Zm00001eb188880,DD
Zm00001eb316960,Zm00001eb188880,DD
Zm00001eb262570,Zm00001eb188900,DD
Zm00001eb043000,Zm00001eb188910,DD
Zm00001eb321510,Zm00001eb188910,DD
Zm00001eb321520,Zm00001eb188910,DD
Zm00001eb273400,Zm00001eb188910,DD
Zm00001eb281610,Zm00001eb188910,DD
Zm00001eb358830,Zm00001eb188910,DD
Zm00001eb371740,Zm00001eb188910,DD
Zm00001eb354160,Zm00001eb188910,DD
Zm00001eb216560,Zm00001eb188940,DD
Zm00001eb225270,Zm00001eb188940,DD
Zm00001eb109220,Zm00001eb188950,DD
Zm00001eb154480,Zm00001eb188960,DD
Zm00001eb388190,Zm00001eb188960,DD
Zm00001eb425900,Zm00001eb188960,DD
Zm00001eb163200,Zm00001eb188990,DD
Zm00001eb300860,Zm00001eb188990,DD
Zm00001eb304390,Zm00001eb189000,DD
Zm00001eb251130,Zm00001eb189000,DD
Zm00001eb252750,Zm00001eb189000,DD
Zm00001eb006280,Zm00001eb189020,DD
Zm00001eb141300,Zm00001eb189020,DD
Zm00001eb285300,Zm00001eb189020,DD
Zm00001eb010910,Zm00001eb189060,DD
Zm00001eb031760,Zm00001eb189060,DD
Zm00001eb042710,Zm00001eb189060,DD
Zm00001eb119120,Zm00001eb189060,DD
Zm00001eb122700,Zm00001eb189060,DD
Zm00001eb133050,Zm00001eb189060,DD
Zm00001eb163120,Zm00001eb189060,DD
Zm00001eb262760,Zm00001eb189060,DD
Zm00001eb284370,Zm00001eb189060,DD
Zm00001eb350320,Zm00001eb189060,DD
Zm00001eb427910,Zm00001eb189060,DD
Zm00001eb421870,Zm00001eb189060,DD
Zm00001eb033550,Zm00001eb189070,DD
Zm00001eb315780,Zm00001eb189070,DD
Zm00001eb380990,Zm00001eb189080,DD
Zm00001eb197690,Zm00001eb189100,DD
Zm00001eb182140,Zm00001eb189120,DD
Zm00001eb112920,Zm00001eb189140,DD
Zm00001eb259980,Zm00001eb189140,DD
Zm00001eb341850,Zm00001eb189140,DD
Zm00001eb276170,Zm00001eb189140,DD
Zm00001eb286900,Zm00001eb189140,DD
Zm00001eb001690,Zm00001eb189150,DD
Zm00001eb034000,Zm00001eb189150,DD
Zm00001eb035150,Zm00001eb189150,DD
Zm00001eb035160,Zm00001eb189150,DD
Zm00001eb065470,Zm00001eb189150,DD
Zm00001eb257930,Zm00001eb189150,DD
Zm00001eb128520,Zm00001eb189150,DD
Zm00001eb244880,Zm00001eb189150,DD
Zm00001eb324120,Zm00001eb189150,DD
Zm00001eb332730,Zm00001eb189170,DD
Zm00001eb369100,Zm00001eb189170,DD
Zm00001eb420690,Zm00001eb189170,DD
Zm00001eb316280,Zm00001eb189180,DD
Zm00001eb018700,Zm00001eb189190,DD
Zm00001eb042230,Zm00001eb189190,DD
Zm00001eb281660,Zm00001eb189190,DD
Zm00001eb375380,Zm00001eb189190,DD
Zm00001eb414720,Zm00001eb189210,DD
Zm00001eb262740,Zm00001eb189330,DD
Zm00001eb359790,Zm00001eb189330,DD
Zm00001eb002060,Zm00001eb189380,DD
Zm00001eb294240,Zm00001eb189380,DD
Zm00001eb253000,Zm00001eb189440,DD
Zm00001eb269230,Zm00001eb189440,DD
Zm00001eb269230,Zm00001eb189450,DD
Zm00001eb381280,Zm00001eb189450,DD
Zm00001eb381330,Zm00001eb189450,DD
Zm00001eb013390,Zm00001eb189460,DD
Zm00001eb131300,Zm00001eb189460,DD
Zm00001eb290810,Zm00001eb189460,DD
Zm00001eb290850,Zm00001eb189460,DD
Zm00001eb253000,Zm00001eb189470,DD
Zm00001eb285860,Zm00001eb189470,DD
Zm00001eb269230,Zm00001eb189470,DD
Zm00001eb316340,Zm00001eb189470,DD
Zm00001eb316350,Zm00001eb189470,DD
Zm00001eb381270,Zm00001eb189470,DD
Zm00001eb381280,Zm00001eb189470,DD
Zm00001eb432280,Zm00001eb189470,DD
Zm00001eb128480,Zm00001eb189480,DD
Zm00001eb280890,Zm00001eb189480,DD
Zm00001eb178500,Zm00001eb189490,DD
Zm00001eb302780,Zm00001eb189490,DD
Zm00001eb253270,Zm00001eb189490,DD
Zm00001eb380770,Zm00001eb189490,DD
Zm00001eb148360,Zm00001eb189500,DD
Zm00001eb282320,Zm00001eb189500,DD
Zm00001eb367960,Zm00001eb189500,DD
Zm00001eb058480,Zm00001eb189510,DD
Zm00001eb189720,Zm00001eb189570,DD
Zm00001eb140150,Zm00001eb189590,DD
Zm00001eb189820,Zm00001eb189590,DD
Zm00001eb189750,Zm00001eb189600,DD
Zm00001eb189780,Zm00001eb189600,DD
Zm00001eb189790,Zm00001eb189600,DD
Zm00001eb189820,Zm00001eb189600,DD
Zm00001eb229720,Zm00001eb189620,DD
Zm00001eb229740,Zm00001eb189620,DD
Zm00001eb189780,Zm00001eb189630,DD
Zm00001eb189810,Zm00001eb189630,DD
Zm00001eb186960,Zm00001eb189640,DD
Zm00001eb189760,Zm00001eb189640,DD
Zm00001eb189800,Zm00001eb189640,DD
Zm00001eb360860,Zm00001eb189640,DD
Zm00001eb186960,Zm00001eb189650,DD
Zm00001eb189760,Zm00001eb189650,DD
Zm00001eb140150,Zm00001eb189650,DD
Zm00001eb189800,Zm00001eb189650,DD
Zm00001eb140150,Zm00001eb189660,DD
Zm00001eb186960,Zm00001eb189670,DD
Zm00001eb189820,Zm00001eb189670,DD
Zm00001eb189570,Zm00001eb189680,DD
Zm00001eb189810,Zm00001eb189680,DD
Zm00001eb189580,Zm00001eb189690,DD
Zm00001eb189580,Zm00001eb189720,DD
Zm00001eb140150,Zm00001eb189730,DD
Zm00001eb189590,Zm00001eb189730,DD
Zm00001eb189610,Zm00001eb189730,DD
Zm00001eb189590,Zm00001eb189740,DD
Zm00001eb189580,Zm00001eb189780,DD
Zm00001eb189600,Zm00001eb189810,DD
Zm00001eb206330,Zm00001eb189830,DD
Zm00001eb257980,Zm00001eb189830,DD
Zm00001eb253370,Zm00001eb189840,DD
Zm00001eb253410,Zm00001eb189860,DD
Zm00001eb001240,Zm00001eb189870,DD
Zm00001eb114320,Zm00001eb189870,DD
Zm00001eb118030,Zm00001eb189870,DD
Zm00001eb200400,Zm00001eb189870,DD
Zm00001eb298950,Zm00001eb189870,DD
Zm00001eb134780,Zm00001eb189880,DD
Zm00001eb276960,Zm00001eb189880,DD
Zm00001eb098960,Zm00001eb189900,DD
Zm00001eb107800,Zm00001eb189900,DD
Zm00001eb325630,Zm00001eb189900,DD
Zm00001eb419200,Zm00001eb189910,DD
Zm00001eb052300,Zm00001eb189940,DD
Zm00001eb089550,Zm00001eb189940,DD
Zm00001eb275630,Zm00001eb189940,DD
Zm00001eb373020,Zm00001eb189940,DD
Zm00001eb387750,Zm00001eb189940,DD
Zm00001eb042340,Zm00001eb189950,DD
Zm00001eb111460,Zm00001eb189950,DD
Zm00001eb302130,Zm00001eb189950,DD
Zm00001eb219180,Zm00001eb189970,DD
Zm00001eb380190,Zm00001eb189980,DD
Zm00001eb028920,Zm00001eb189990,DD
Zm00001eb086560,Zm00001eb189990,DD
Zm00001eb223980,Zm00001eb189990,DD
Zm00001eb419400,Zm00001eb189990,DD
Zm00001eb137680,Zm00001eb190000,DD
Zm00001eb162870,Zm00001eb190000,DD
Zm00001eb170860,Zm00001eb190000,DD
Zm00001eb191840,Zm00001eb190000,DD
Zm00001eb235100,Zm00001eb190000,DD
Zm00001eb420770,Zm00001eb190000,DD
Zm00001eb410430,Zm00001eb190000,DD
Zm00001eb028910,Zm00001eb190030,DD
Zm00001eb077940,Zm00001eb190030,DD
Zm00001eb210070,Zm00001eb190030,DD
Zm00001eb210060,Zm00001eb190030,DD
Zm00001eb294450,Zm00001eb190030,DD
Zm00001eb304800,Zm00001eb190030,DD
Zm00001eb237120,Zm00001eb190050,DD
Zm00001eb203350,Zm00001eb190050,DD
Zm00001eb256290,Zm00001eb190050,DD
Zm00001eb390570,Zm00001eb190050,DD
Zm00001eb411520,Zm00001eb190060,DD
Zm00001eb418460,Zm00001eb190060,DD
Zm00001eb029790,Zm00001eb190070,DD
Zm00001eb090520,Zm00001eb190070,DD
Zm00001eb234630,Zm00001eb190070,DD
Zm00001eb071600,Zm00001eb190080,DD
Zm00001eb022040,Zm00001eb190110,DD
Zm00001eb041790,Zm00001eb190110,DD
Zm00001eb008920,Zm00001eb190120,DD
Zm00001eb018600,Zm00001eb190120,DD
Zm00001eb162960,Zm00001eb190120,DD
Zm00001eb162970,Zm00001eb190120,DD
Zm00001eb318810,Zm00001eb190120,DD
Zm00001eb341960,Zm00001eb190120,DD
Zm00001eb343740,Zm00001eb190120,DD
Zm00001eb241150,Zm00001eb190130,DD
Zm00001eb041800,Zm00001eb190140,DD
Zm00001eb379770,Zm00001eb190140,DD
Zm00001eb041860,Zm00001eb190160,DD
Zm00001eb312160,Zm00001eb190160,DD
Zm00001eb319620,Zm00001eb190160,DD
Zm00001eb127760,Zm00001eb190180,DD
Zm00001eb080560,Zm00001eb190180,DD
Zm00001eb245220,Zm00001eb190180,DD
Zm00001eb183270,Zm00001eb190180,DD
Zm00001eb342300,Zm00001eb190180,DD
Zm00001eb049040,Zm00001eb190200,DD
Zm00001eb195900,Zm00001eb190200,DD
Zm00001eb330130,Zm00001eb190200,DD
Zm00001eb072590,Zm00001eb190210,DD
Zm00001eb188870,Zm00001eb190210,DD
Zm00001eb125050,Zm00001eb190250,DD
Zm00001eb345040,Zm00001eb190260,DD
